location,year,class,env,plot,range,row,id,yield,sg,redness,lightness,roundness,lxw
Becker,2020,CHIPS,Becker_2020,41,9,3,MN18AF6730-5,423.5,1.063,6.7,65.3,0.984753584,1.04632345
Becker,2020,CHIPS,Becker_2020,42,10,3,MN18AF6730-6,252.285,1.059,9.9,67.3,0.978012553,1.118098893
Becker,2020,CHIPS,Becker_2020,43,11,3,MN18AF6734-1,125.84,1.04,5.7,64.3,0.989607378,1.023964067
Becker,2020,CHIPS,Becker_2020,44,12,3,MN18AF6745-4,284.955,1.064,4.8,66.2,0.813982588,1.833669577
Becker,2020,CHIPS,Becker_2020,45,13,3,MN18W17039-12,279.51,1.057,7.2,60.7,0.981061528,1.17954949
Becker,2020,CHIPS,Becker_2020,46,14,3,Atlantic,392.04,1.071,16.5,41.5,0.991491945,1.148767521
Becker,2020,CHIPS,Becker_2020,47,15,3,MN18W17039-13,155.485,1.053,5.15,60.45,0.985757349,1.074937436
Becker,2020,CHIPS,Becker_2020,48,16,3,MN18W17043-14,389.62,1.058,6.6,58.1,0.936835219,1.554973822
Becker,2020,CHIPS,Becker_2020,49,16,4,MN18W17065-5,335.17,1.054,8.4,57.6,0.982265559,1.054347826
Becker,2020,CHIPS,Becker_2020,50,15,4,MN18W17065-7,269.83,1.06,5.4,60.1,0.98295345,1.110058844
Becker,2020,CHIPS,Becker_2020,51,14,4,MN18W17043-17,465.245,1.064,5.7,59.9,0.988662681,1.124983447
Becker,2020,CHIPS,Becker_2020,52,13,4,MN18W17092-7,197.835,1.06,6,55.7,0.916156822,1.63803681
Becker,2020,CHIPS,Becker_2020,53,12,4,MN18W17037-9,384.175,1.055,4.4,60.5,0.978328041,1.129039797
Becker,2020,CHIPS,Becker_2020,54,11,4,MN18W17037-11,324.885,1.105,6.2,60.6,0.988656332,1.182090627
Becker,2020,CHIPS,Becker_2020,55,10,4,Atlantic,434.39,1.07,23.6,34.5,0.96441305,1.181415929
Becker,2020,CHIPS,Becker_2020,56,9,4,MN18W17037-17,416.24,1.062,5.7,55.1,0.985632526,1.238460214
Becker,2020,CHIPS,Becker_2020,57,8,4,MN18W17037-19,444.675,1.056,3.1,60.4,0.984757082,1.080128205
Becker,2020,CHIPS,Becker_2020,58,7,4,MN18W17037-2,425.92,1.054,5.8,61.9,0.986175524,1.110287838
Becker,2020,CHIPS,Becker_2020,59,6,4,MN18W17037-20,352.715,1.06,5.6,63.5,0.980421872,1.192520923
Becker,2020,CHIPS,Becker_2020,60,5,4,MN18W17037-39,456.17,1.049,5.5,63.1,0.98480105,1.112985086
Becker,2020,CHIPS,Becker_2020,61,4,4,MN18W17037-41,408.375,1.059,5.6,60.6,0.984073338,1.054257885
Becker,2020,CHIPS,Becker_2020,62,3,4,MN18W17037-7,450.725,1.063,4.8,59.3,0.981914332,1.160467143
Becker,2020,CHIPS,Becker_2020,63,2,4,MN18W17039-1,436.81,1.058,4.3,57.9,0.983139481,1.102564102
Becker,2020,CHIPS,Becker_2020,64,1,4,Atlantic,497.915,1.066,15.5,43.05,0.990446321,1.053237918
Becker,2020,CHIPS,Becker_2020,65,1,5,MN18W17039-11,183.92,1.063,8.4,60.7,0.983473565,1.13141599
Becker,2020,CHIPS,Becker_2020,66,2,5,MN18W17039-19,361.79,1.062,4.5,60.6,0.979931265,1.086614173
Becker,2020,CHIPS,Becker_2020,67,3,5,MN18W17039-25,232.32,1.066,4.1,62.6,0.983455051,1.175594875
Becker,2020,CHIPS,Becker_2020,68,4,5,MN18W17043-13,376.915,1.065,3.2,63.2,0.985579847,1.081247259
Becker,2020,CHIPS,Becker_2020,69,5,5,MN18W17043-9,323.07,1.075,NA,NA,NA,NA
Becker,2020,CHIPS,Becker_2020,70,6,5,MN18W17047-1,174.24,1.071,6,60.2,0.989487824,1.111818697
Becker,2020,CHIPS,Becker_2020,71,7,5,MN18W17047-8,140.965,1.066,5.5,61.8,0.982389764,1.05781759
Becker,2020,CHIPS,Becker_2020,72,8,5,MN18W17052-15,378.73,1.07,7.1,60.8,0.98464105,1.13685671
Becker,2020,CHIPS,Becker_2020,73,9,5,Atlantic,409.585,1.065,18.3,39.4,0.962074881,1.211052216
Becker,2020,CHIPS,Becker_2020,74,10,5,MN18W17052-4,280.115,1.066,4.5,62.5,0.985090257,1.060248081
Becker,2020,CHIPS,Becker_2020,75,11,5,MN18W17052-5,230.505,1.046,5.2,59.9,0.989130453,1.164846588
Becker,2020,CHIPS,Becker_2020,76,12,5,MN18W17052-6,362.395,1.073,5,64,0.985024348,1.175435617
Becker,2020,CHIPS,Becker_2020,77,13,5,MN18W17052-9,192.39,1.062,7.8,57.7,0.984669496,1.086318797
Becker,2020,CHIPS,Becker_2020,78,14,5,MN18W17055-4,358.16,1.062,4.2,66.2,0.990767008,1.073946558
Becker,2020,CHIPS,Becker_2020,79,15,5,MN18W17055-8,301.29,1.068,5.8,57.1,0.986631486,1.157894737
Becker,2020,CHIPS,Becker_2020,80,16,5,MN18W17055-9,295.24,1.063,5.7,62.8,0.988210164,1.189886038
Becker,2020,CHIPS,Becker_2020,81,16,6,MN18W17057-1,242.605,1.064,5,60.8,0.98421999,1.132288099
Becker,2020,CHIPS,Becker_2020,82,15,6,Atlantic,405.35,1.057,25.75,38.95,0.973589338,1.163009564
Becker,2020,CHIPS,Becker_2020,83,14,6,MN18W17057-14,379.94,1.065,4.1,63,0.9887047,1.138955565
Becker,2020,CHIPS,Becker_2020,84,13,6,MN18W17057-2,330.935,1.062,4.5,60.5,0.979641403,1.23844732
Becker,2020,CHIPS,Becker_2020,85,12,6,MN18W17057-3,233.53,1.057,7.2,60.6,0.985626764,1.144653845
Becker,2020,CHIPS,Becker_2020,86,11,6,MN18W17057-4,279.51,1.059,5.7,62.2,0.984189046,1.157875172
Becker,2020,CHIPS,Becker_2020,87,10,6,MN18W17057-5,477.345,1.058,5.6,62.7,0.983383134,1.17695218
Becker,2020,CHIPS,Becker_2020,88,9,6,MN18W17057-6,449.515,1.053,5.5,57.6,0.983114731,1.133651339
Becker,2020,CHIPS,Becker_2020,89,8,6,MN18W17065-2,663.08,1.059,5.3,61,0.977034262,1.234316327
Becker,2020,CHIPS,Becker_2020,90,7,6,MN18W17065-4,488.84,1.058,5.25,58.75,0.984906918,1.208991274
Becker,2020,CHIPS,Becker_2020,91,6,6,Atlantic,441.65,1.059,29.9,39.55,0.973408512,1.178882027
Becker,2020,CHIPS,Becker_2020,92,5,6,MN18SR00045-1,NA,-9,6.1,65.7,0.987903249,1.058357688
Becker,2020,CHIPS,Becker_2020,93,4,6,MN18SR00045-3,NA,-9,3.6,62.6,0.980330548,1.194456192
Becker,2020,CHIPS,Becker_2020,94,3,6,MN18TX17748-1,359.37,1.053,4.9,65.2,0.984847491,1.090671574
Becker,2020,CHIPS,Becker_2020,95,2,6,MN18W17037-21,432.575,1.058,5.5,63.8,0.988093738,1.109704641
Becker,2020,CHIPS,Becker_2020,96,1,6,MN18W17037-24,395.67,1.056,7.3,57.1,0.983335777,1.117248722
Becker,2020,CHIPS,Becker_2020,97,1,7,MN18W17037-26,406.56,1.063,6.9,58.2,0.984973608,1.215926365
Becker,2020,CHIPS,Becker_2020,98,2,7,MN18W17037-27,443.465,1.062,4.8,62.5,0.984948651,1.09965742
Becker,2020,CHIPS,Becker_2020,99,3,7,MN18W17037-29,447.7,1.055,7,58.3,0.981505865,1.070339546
Becker,2020,CHIPS,Becker_2020,100,4,7,Atlantic,545.105,1.065,15.5,39.7,0.988050587,1.072626448
Becker,2020,CHIPS,Becker_2020,101,5,7,MN18TX17748-2,568.095,1.064,NA,NA,NA,NA
Becker,2020,CHIPS,Becker_2020,102,6,7,MN18W17037-38,284.35,1.057,4.9,61.5,0.988951998,1.115657366
Becker,2020,CHIPS,Becker_2020,103,7,7,MN18AF6734-3,151.25,1.048,6,68.1,0.983171127,1.08202373
Becker,2020,CHIPS,Becker_2020,104,8,7,MN18W17037-30,256.52,1.05,6.6,54.5,0.969151002,1.127720372
Becker,2020,CHIPS,Becker_2020,105,9,7,MN18W17037-32,648.56,1.054,4.8,60,0.980848594,1.121268657
Becker,2020,CHIPS,Becker_2020,106,10,7,MN18W17037-33,405.35,1.062,5.1,59.2,0.978137218,1.122021323
Becker,2020,CHIPS,Becker_2020,107,11,7,MN18W17037-34,378.73,1.062,9.4,58.2,0.972000236,1.220491321
Becker,2020,CHIPS,Becker_2020,108,12,7,MN18W17037-36,404.14,1.058,5.15,61.1,0.987444775,1.168228195
Becker,2020,CHIPS,Becker_2020,109,13,7,Atlantic,348.48,1.06,22.45,39.35,0.973683699,1.231000675
Becker,2020,CHIPS,Becker_2020,110,14,7,MN18W17037-37,427.13,1.065,5.1,58.6,0.986449103,1.097177402
Becker,2020,CHIPS,Becker_2020,111,15,7,MN18W17039-27,338.195,1.063,4.7,61.5,0.982518354,1.07767624
Becker,2020,CHIPS,Becker_2020,112,16,7,MN18W17039-5,423.5,1.073,5.9,58.6,0.982390165,1.07270894
Becker,2020,CHIPS,Becker_2020,113,16,8,MN18W17039-8,110.11,1.06,4.6,61.5,0.982719507,1.1477931
Becker,2020,CHIPS,Becker_2020,114,15,8,MN18W17043-1,322.465,1.066,6.2,59.3,0.97868634,1.052122561
Becker,2020,CHIPS,Becker_2020,115,14,8,MN18W17043-11,470.085,1.059,4.9,62.5,0.983964364,1.089297157
Becker,2020,CHIPS,Becker_2020,116,13,8,MN18W17043-12,485.815,1.067,4.8,61.6,0.985557055,1.147359506
Becker,2020,CHIPS,Becker_2020,117,12,8,MN18W17043-2,329.725,1.072,3.4,62.3,0.987062126,1.12243164
Becker,2020,CHIPS,Becker_2020,118,11,8,Atlantic,433.18,1.063,12.85,34.85,0.981560367,1.039846345
Becker,2020,CHIPS,Becker_2020,119,10,8,MN18W17043-3,456.775,1.074,4,58.9,0.989127231,1.128384687
Becker,2020,CHIPS,Becker_2020,120,9,8,MN18W17043-6,540.87,1.071,3.6,64.1,0.985296583,1.112419763
Becker,2020,CHIPS,Becker_2020,121,8,8,MN18W17043-7,637.67,1.059,4,59,0.978173954,1.248913202
Becker,2020,CHIPS,Becker_2020,122,7,8,MN18W17043-8,707.85,1.057,NA,NA,NA,NA
Becker,2020,CHIPS,Becker_2020,123,6,8,Atlantic,380.545,1.066,19,48.35,0.989567513,1.059246486
Becker,2021,CHIPS,Becker_2021,1,1,1,Lamoka,534.215,1.064102564,9.3,62.5,0.960554818,1.334714985
Becker,2021,CHIPS,Becker_2021,2,2,1,MN18W17037-33,396.88,1.069883527,12.9,57.7,0.97891927,1.115017492
Becker,2021,CHIPS,Becker_2021,3,3,1,MN18W17043-6,314.6,1.069917203,10.7,59.3,0.984709503,1.105606811
Becker,2021,CHIPS,Becker_2021,4,4,1,MN19AF6866-12,395.065,1.071428571,11.7,58.3,0.989726145,1.074576271
Becker,2021,CHIPS,Becker_2021,6,6,1,MSFF038-3,446.49,1.07486631,9,63.9,0.9837098,1.081126921
Becker,2021,CHIPS,Becker_2021,7,7,1,MN18W17052-4,422.29,1.075075075,9.5,62.6,0.982717564,1.071510572
Becker,2021,CHIPS,Becker_2021,8,8,1,MN18W17037-21,303.105,1.063429138,8.2,59.5,0.9859162,1.081302549
Becker,2021,CHIPS,Becker_2021,9,9,1,MN19TX18054-2,511.83,1.073544433,8.7,61.7,0.981583278,1.18332923
Becker,2021,CHIPS,Becker_2021,10,10,1,MN18W17043-17,261.965,1.064,8.1,65,0.986407964,1.079432925
Becker,2021,CHIPS,Becker_2021,11,11,1,MSFF217-1,242.605,1.063559322,11.1,58.5,0.992429887,1.032300256
Becker,2021,CHIPS,Becker_2021,12,12,1,MN19AF6869-20,189.365,1.062193126,11.6,58.2,0.989643676,1.038427167
Becker,2021,CHIPS,Becker_2021,13,13,1,MN18AF6648-10,166.375,1.060377358,8.8,60.9,0.988744791,1.048480111
Becker,2021,CHIPS,Becker_2021,14,14,1,MN19TX18032-6,234.135,1.054117647,14,55.6,0.989874656,1.077333059
Becker,2021,CHIPS,Becker_2021,15,14,2,Snowden,306.735,1.074,12.6,57,0.977882758,1.073863636
Becker,2021,CHIPS,Becker_2021,16,13,2,MN18W17052-6,486.42,1.064859632,9.2,63.5,0.985539022,1.032705294
Becker,2021,CHIPS,Becker_2021,17,12,2,MN18W17057-5,187.55,NA,11.5,58,0.983171163,1.096352873
Becker,2021,CHIPS,Becker_2021,18,11,2,MN19TX18211-3,193.6,1.060718711,12.5,56,0.982041819,1.198590547
Becker,2021,CHIPS,Becker_2021,19,10,2,MN19AF6866-13,271.04,1.064030132,12.4,56.6,0.968304989,1.135222734
Becker,2021,CHIPS,Becker_2021,20,9,2,MN19TX18120-1,495.495,1.068403909,13.7,55.6,0.985766015,1.131005797
Becker,2021,CHIPS,Becker_2021,21,8,2,MN18W17037-27,274.065,1.064629847,11.9,56.3,0.987159149,1.049609784
Becker,2021,CHIPS,Becker_2021,22,7,2,MN18W17039-25,507.595,1.070484581,13.8,54.3,0.984360268,1.149751054
Becker,2021,CHIPS,Becker_2021,23,6,2,MN19AF6869-19,212.96,1.068206821,12.7,57.2,0.97952051,1.124568167
Becker,2021,CHIPS,Becker_2021,24,5,2,Lamoka,353.925,1.074881517,12,56.3,0.976205069,1.224922162
Becker,2021,CHIPS,Becker_2021,25,4,2,W17060-22,582.01,1.071269488,12.2,58,0.98574267,1.092155364
Becker,2021,CHIPS,Becker_2021,26,3,2,W17065-21,442.86,1.068157614,12.3,57.3,0.983386979,1.195368152
Becker,2021,CHIPS,Becker_2021,27,2,2,MN18W17057-1,254.1,1.063599459,11.6,57.2,0.985187994,1.105868035
Becker,2021,CHIPS,Becker_2021,28,1,2,MN19AF6866-11,186.945,1.057432432,7.4,63.8,0.986665483,1.088582243
Becker,2021,CHIPS,Becker_2021,29,1,3,MN19AF6866-1,173.03,1.05800464,10,59.4,0.968606569,1.06415012
Becker,2021,CHIPS,Becker_2021,30,2,3,MN19TX18092-1,419.87,1.053719008,13.3,57,0.988746639,1.108563448
Becker,2021,CHIPS,Becker_2021,31,3,3,Lamoka,265.595,1.06122449,9.8,59.5,0.937545584,1.406681873
Becker,2021,CHIPS,Becker_2021,32,4,3,MN18W17065-4,416.845,1.063202247,7.3,64.8,0.973884871,1.222905674
Becker,2021,CHIPS,Becker_2021,33,5,3,MN19TX18031-1,431.365,1.064421669,10.1,59.1,0.983700275,1.060752025
Becker,2021,CHIPS,Becker_2021,34,6,3,MN19TX18280-1,346.665,1.059633028,10.4,59.6,0.982918175,1.111959307
Becker,2021,CHIPS,Becker_2021,35,7,3,MN19AF6866-9,225.06,1.055993001,11.2,61,0.981849351,1.091299924
Becker,2021,CHIPS,Becker_2021,36,8,3,MN18W17037-26,314.6,1.065488565,15.3,54.3,0.984900206,1.051102861
Becker,2021,CHIPS,Becker_2021,37,9,3,MN18W17043-6,385.99,1.068846816,12.4,55.9,0.98037755,1.179577933
Becker,2021,CHIPS,Becker_2021,38,10,3,MN19TX18093-1,661.87,1.073407202,12.9,55.3,0.979071976,1.12291217
Becker,2021,CHIPS,Becker_2021,39,11,3,MN18W17037-38,258.94,1.054763691,12.7,55.6,0.984768797,1.124725358
Becker,2021,CHIPS,Becker_2021,40,12,3,MN18AF6730-6,234.135,1.062865497,12.6,55.3,0.980654287,1.093556611
Becker,2021,CHIPS,Becker_2021,41,13,3,MN18W17039-25,350.9,1.066787004,10.2,61.5,0.987199328,1.1131954
Becker,2021,CHIPS,Becker_2021,42,14,3,MN18AF6658-5,319.44,1.065,11.3,58.3,0.984495704,1.100097845
Becker,2021,CHIPS,Becker_2021,43,14,4,MN19AF6869-7,214.17,1.066478076,13.2,55.6,0.990054934,1.110229514
Becker,2021,CHIPS,Becker_2021,44,13,4,MN18W17052-6,196.02,1.066460587,11.6,56.8,0.9884546,1.054799169
Becker,2021,CHIPS,Becker_2021,45,12,4,MN18W17065-2,338.195,1.063610851,11.8,57.1,0.984112012,1.047145111
Becker,2021,CHIPS,Becker_2021,46,11,4,MN18AF6717-2,297.055,1.070615034,9.5,59.5,0.982209823,1.066202091
Becker,2021,CHIPS,Becker_2021,47,10,4,MN18W17037-34,713.295,1.068287037,7.6,63.2,0.977142313,1.226400848
Becker,2021,CHIPS,Becker_2021,48,9,4,Snowden,527.56,1.067662566,13.9,54,0.97614035,1.104294219
Becker,2021,CHIPS,Becker_2021,49,8,4,Lamoka,453.145,1.06455542,11.6,56.2,0.981117168,1.161701537
Becker,2021,CHIPS,Becker_2021,50,7,4,MSFF077-4,275.275,1.061105723,6.6,67.3,0.979095183,1.361237083
Becker,2021,CHIPS,Becker_2021,51,6,4,W17AF6670-1,341.825,1.071593533,13.4,56.5,0.984380942,1.235391931
Becker,2021,CHIPS,Becker_2021,52,5,4,MN19TX18304-1,537.24,1.07651913,13.7,54.1,0.971677165,1.173845885
Becker,2021,CHIPS,Becker_2021,53,4,4,MSFF097-6,582.01,1.073639274,8.6,63.4,0.976826435,1.107514368
Becker,2021,CHIPS,Becker_2021,54,3,4,MN19AF6866-16,620.125,1.070857143,15.1,52.8,0.988098925,1.076691576
Becker,2021,CHIPS,Becker_2021,55,2,4,MSFF007-2,520.905,1.075032342,9.5,63,0.986081046,1.114013267
Becker,2021,CHIPS,Becker_2021,56,1,4,ND14165AB-2,526.955,1.066746126,11.2,58.2,0.983624833,1.172116702
Becker,2021,CHIPS,Becker_2021,57,1,5,MN19TX18171-1,271.04,1.06962963,10.5,58.6,0.975413927,1.100335425
Becker,2021,CHIPS,Becker_2021,58,2,5,MN19TX18032-1,391.435,1.066605839,10.9,58.6,0.981223708,1.073020794
Becker,2021,CHIPS,Becker_2021,59,3,5,MN19TX18032-10,286.77,1.056206089,9,61.8,0.979690022,1.149162937
Becker,2021,CHIPS,Becker_2021,60,4,5,MN19AF6869-8,457.38,1.06042885,11.2,57.6,0.987037772,1.057211762
Becker,2021,CHIPS,Becker_2021,61,5,5,MN19TX18212-8,434.39,1.062080537,15.5,52.5,0.988222947,1.139034136
Becker,2021,CHIPS,Becker_2021,62,6,5,MN18AF6730-5,320.65,1.070264766,11.7,57.9,0.986238341,1.108481262
Becker,2021,CHIPS,Becker_2021,63,7,5,MN18AF6643-13,303.105,1.066872428,12.3,57.5,0.963195751,1.365716924
Becker,2021,CHIPS,Becker_2021,64,8,5,Lamoka,196.02,1.076455256,NA,NA,NA,NA
Becker,2021,CHIPS,Becker_2021,65,9,5,MN18W17052-15,111.32,1.078534031,NA,NA,NA,NA
Becker,2021,CHIPS,Becker_2021,66,10,5,MSFF017-1,345.455,1.073504274,11.5,59.05,0.989878816,1.055635959
Becker,2021,CHIPS,Becker_2021,67,11,5,MN19AF6866-10,197.835,1.063072228,11.9,58.3,0.987546805,1.030637822
Becker,2021,CHIPS,Becker_2021,68,12,5,Lamoka,224.455,1.066585956,9.6,63.1,0.95991737,1.159336908
Becker,2021,CHIPS,Becker_2021,69,13,5,MN19AF6869-6,142.175,1.064179104,8.3,65.1,0.944359579,1.205073792
Becker,2021,CHIPS,Becker_2021,70,14,5,MN19TX18010-1,255.915,1.061904762,8.8,66.6,0.98534994,1.071881607
Becker,2021,CHIPS,Becker_2021,71,14,6,MN18AF6730-6,270.435,1.058007566,13.2,55.9,0.983346981,1.060002093
Becker,2021,CHIPS,Becker_2021,72,13,6,MN19AF6869-12,233.53,1.059076262,12.3,57.9,0.988676826,1.075013235
Becker,2021,CHIPS,Becker_2021,73,12,6,Atlantic,467.665,1.069584736,10.1,59.9,0.980828222,1.101760925
Becker,2021,CHIPS,Becker_2021,74,11,6,MSFF037-17,595.925,1.068994889,10.9,59.2,0.984065935,1.097264793
Becker,2021,CHIPS,Becker_2021,75,10,6,MN18W17039-5,310.365,1.071993671,13.8,55.7,0.991807163,1.002784634
Becker,2021,CHIPS,Becker_2021,76,9,6,MN18AF6643-13,323.07,NA,14.85,53.5,0.985332096,1.053245463
Becker,2021,CHIPS,Becker_2021,77,8,6,MN18AF6718-1,319.44,1.06377551,9.5,62.65,0.98509946,1.032196474
Becker,2021,CHIPS,Becker_2021,78,7,6,MN18W17043-2,414.425,1.072088725,15.05,55.825,0.986660994,1.020312668
Becker,2021,CHIPS,Becker_2021,79,6,6,MN18W17037-21,269.83,1.068435754,10.2,60.7,0.981759241,1.092735188
Becker,2021,CHIPS,Becker_2021,80,5,6,ND14246CAB-4,489.445,1.063897764,10.275,59.825,0.968035641,1.078774757
Becker,2021,CHIPS,Becker_2021,81,4,6,Lamoka,479.765,1.069892473,8.6,61.85,0.934636905,1.366430968
Becker,2021,CHIPS,Becker_2021,82,3,6,W17066-34,475.53,1.075925926,12.975,56.525,0.98237142,1.181459256
Becker,2021,CHIPS,Becker_2021,83,2,6,MN19AF6866-6,335.775,1.066371681,10.8,58.6,0.986548448,1.046545111
Becker,2021,CHIPS,Becker_2021,84,1,6,MN18W17037-34,370.865,1.064566929,10,60.5,0.982152302,1.111851559
Becker,2021,CHIPS,Becker_2021,85,1,7,MN18AF6717-6,388.41,1.053159478,9.7,59.7,0.983010338,1.137175607
Becker,2021,CHIPS,Becker_2021,86,2,7,MN19AF6866-4,372.075,1.064476886,11.8,57.2,0.988141239,1.075441347
Becker,2021,CHIPS,Becker_2021,87,3,7,MN18AF6675-2,584.43,1.063414634,11.9,57.2,0.970952675,1.06527137
Becker,2021,CHIPS,Becker_2021,88,4,7,MN19AF6892-2,258.94,1.06557377,10.8,59.6,0.988413134,1.045841164
Becker,2021,CHIPS,Becker_2021,89,5,7,MN19TX18014-1,151.855,1.05982906,10.8,58.2,0.982957583,1.099992747
Becker,2021,CHIPS,Becker_2021,90,6,7,MN19TX18073-1,395.065,1.066725198,13.6,54.6,0.978593847,1.119247428
Becker,2021,CHIPS,Becker_2021,91,7,7,MN19AF6869-21,160.325,1.05984556,13.2,56.4,0.988641506,1.160230035
Becker,2021,CHIPS,Becker_2021,92,8,7,MN18W17052-4,447.095,1.08974359,13.9,54.9,0.980041852,1.080550697
Becker,2021,CHIPS,Becker_2021,93,9,7,Lamoka,425.315,1.06448683,10.3,60.8,0.963444424,1.470255471
Becker,2021,CHIPS,Becker_2021,94,10,7,ND14247CAB-4,582.01,1.077762619,12.9,56.1,0.985206211,1.062117183
Becker,2021,CHIPS,Becker_2021,95,11,7,Atlantic,456.17,1.079589217,11.675,58.825,0.972178019,1.0826851
Becker,2021,CHIPS,Becker_2021,96,12,7,MN19TX18212-7,302.5,1.060606061,9.8,58.8,0.9857817,1.059264816
Becker,2021,CHIPS,Becker_2021,97,13,7,W17039-31,588.06,1.069873998,10.6,44.9,0.990392013,1.105257637
Becker,2021,CHIPS,Becker_2021,98,14,7,MN19AF6892-9,364.815,1.073770492,10.45,62.55,0.984147251,1.129720567
